id,New-Identifiers-words-AVG,New-Identifiers-words-MIN,New-Abstractness-words-AVG,New-Abstractness-words-MAX,New-Abstractness-words-MIN,New-Commented-words-AVG,New-Commented-words-MAX,New-Synonym-commented-words-AVG,New-Synonym-commented-words-MAX,New-Comments-readability,New-Number-of-senses-AVG,New-Number-of-senses-MAX,New-Semantic-Text-Coherence-Standard-@-0.1,New-Semantic-Text-Coherence-Normalized-@-0.3,New-Text-Coherence-AVG,New-Text-Coherence-MIN,New-Text-Coherence-MAX,BW-Avg-Assignment,BW-Avg-blank-lines,BW-Avg-commas,BW-Avg-comments,BW-Avg-comparisons,BW-Avg-Identifiers-Length,BW-Avg-conditionals,BW-Avg-indentation-length,BW-Avg-keywords,BW-Avg-line-length,BW-Avg-loops,BW-Avg-number-of-identifiers,BW-Avg-numbers,BW-Avg-operators,BW-Avg-parenthesis,BW-Avg-periods,BW-Avg-spaces,BW-Max-Identifiers-Length,BW-Max-indentation,BW-Max-keywords,BW-Max-line-length,BW-Max-number-of-identifiers,BW-Max-numbers,BW-Max-char,BW-Max-words,Posnett-entropy,Posnett-volume,Posnett-lines,Dorn-DFT-Assignments,Dorn-DFT-Commas,Dorn-DFT-Comments,Dorn-DFT-Comparisons,Dorn-DFT-Conditionals,Dorn-DFT-Indentations,Dorn-DFT-Keywords,Dorn-DFT-LineLengths,Dorn-DFT-Loops,Dorn-DFT-Identifiers,Dorn-DFT-Numbers,Dorn-DFT-Operators,Dorn-DFT-Parenthesis,Dorn-DFT-Periods,Dorn-DFT-Spaces,Dorn-Visual-X-Comments,Dorn-Visual-Y-Comments,Dorn-Visual-X-Identifiers,Dorn-Visual-Y-Identifiers,Dorn-Visual-X-Keywords,Dorn-Visual-Y-Keywords,Dorn-Visual-X-Numbers,Dorn-Visual-Y-Numbers,Dorn-Visual-X-Strings,Dorn-Visual-Y-Strings,Dorn-Visual-X-Literals,Dorn-Visual-Y-Literals,Dorn-Visual-X-Operators,Dorn-Visual-Y-Operators,Dorn-Areas-Comments,Dorn-Areas-Identifiers,Dorn-Areas-Keywords,Dorn-Areas-Numbers,Dorn-Areas-Strings,Dorn-Areas-Literals,Dorn-Areas-Operators,Dorn-Areas-Identifiers/Comments,Dorn-Areas-Keywords/Comments,Dorn-Areas-Numbers/Comments,Dorn-Areas-Strings/Comments,Dorn-Areas-Literals/Comments,Dorn-Areas-Operators/Comments,Dorn-Areas-Keywords/Identifiers,Dorn-Areas-Numbers/Identifiers,Dorn-Areas-Strings/Identifiers,Dorn-Areas-Literals/Identifiers,Dorn-Areas-Operators/Identifiers,Dorn-Areas-Numbers/Keywords,Dorn-Areas-Strings/Keywords,Dorn-Areas-Literals/Keywords,Dorn-Areas-Operators/Keywords,Dorn-Areas-Strings/Numbers,Dorn-Areas-Literals/Numbers,Dorn-Areas-Operators/Numbers,Dorn-Areas-Literals/Strings,Dorn-Areas-Operators/Strings,Dorn-Areas-Operators/Literals,Dorn-align-blocks,Dorn-align-extent,Readable
Scalabrino11,0.836735,0,4.804348,10,0,0.142857,1,1.811321,7,26.47,11.469388,45,8,1,0.868701,0.807573,0.932505,0.181818,0,0.090909,0.083333,0.090909,8.821429,0.181818,14.181818,0.363636,44.727273,0,2.636364,0,0,1.454545,0.909091,15.545455,29,32,2,93,5,0,177,6,4.454886,405,14,11,11,13,11,11,11,11,11,1,11,1,1,11,11,11,77,12.871795,77,12.769231,77,12.833333,0,0,0,0,0,0,76.714286,12.794872,0.177474,0.421502,0.022184,0,0,0,0.085324,2.375,0.125,0,0,0,0.480769,0.052632,0,0,0,0.202429,0,0,0,3.846154,0,0,0,0,0,0,4,4,4
Scalabrino12,0.898551,0,4.603175,10,0,0.057971,1,2.695122,9,0,10.637681,57,13,0.928571,0.335612,0.166667,0.420084,0.157895,0,0.473684,0.05,0,7.12,0,9.473684,0.684211,38.789474,0,2.684211,0.210526,0,1.157895,0.315789,11.894737,20,16,2,148,16,4,226,7,4.281644,707.01593,19,19,19,1,1,1,1,18,19,1,19,19,1,18,18,1,0,0,147.947368,17.744966,147.947368,17.758389,0,0,148,17.979866,0,0,147.789474,17.590604,0,0.402985,0.071913,0,0.135685,0,0.097693,0,0,0,0,0,0,0.178451,0,0.3367,0,0.242424,0,1.886792,0,1.358491,0,0,0,0,0.72,0,11,11,3.33
Scalabrino13,0.890511,0,4.314961,9,0,0,0,3.34,12,0,11.021898,45,17,0.941176,0.530293,0.265165,0.887625,0.272727,0,0.136364,0.043478,0.136364,8.858824,0.045455,16,0.590909,63.636364,0.045455,4.045455,0,0.454545,1.318182,0.909091,20.363636,29,28,2,148,13,0,448,14,4.236721,1164,22,22,21,1,22,22,1,21,21,22,21,1,21,21,21,21,0,0,147.909091,20.798658,148,20.798658,0,0,147.954545,20.879195,0,0,147.863636,20.751678,0,0.441429,0.04,0,0.139286,0,0.081429,0,0,0,0,0,0,0.090615,0,0.315534,0,0.184466,0,3.482143,0,2.035714,0,0,0,0,0.584615,0,24,24,3.56
Scalabrino14,0.883721,0,4.614035,9,0,0.062016,1,4,12,0,8.170543,37,19,0.85,0.591033,0.27735,0.974022,0.178571,0,0,0.034483,0.321429,7.747126,0.142857,19.285714,0.75,55.964286,0.071429,3.071429,0.25,0.571429,1.25,0.642857,23.071429,29,40,3,125,11,2,646,12,3.896646,1294.901583,28,27,1,1,28,27,28,27,27,27,27,28,28,27,28,28,0,0,125,26.777778,124.892857,26.793651,124.785714,26.873016,125,26.873016,0,0,124.75,26.746032,0,0.358009,0.045948,0.001914,0.112317,0,0.084876,0,0,0,0,0,0,0.128342,0.005348,0.313725,0,0.237077,0.041667,2.444444,0,1.847222,58.666667,0,44.333333,0,0.755682,0,44,47,3.56
Scalabrino15,0.655172,0,5.409091,10,0,0.025862,1,3.489051,11,0,4.456897,36,21,0.904762,0.462219,0.09759,1,0.205128,0,0.128205,0.025,0.051282,6.294118,0.128205,17.128205,0.538462,40.384615,0.025641,2.333333,0.076923,0.487179,1,0.435897,19.205128,26,32,2,122,10,1,749,13,3.667826,1411.187246,39,38,39,38,39,39,39,39,38,39,38,39,39,39,38,39,0,0,122,37.780488,121.923077,37.552846,122,38,121.948718,37.804878,122,37.382114,121.846154,37.788618,0,0.305791,0.049447,0.000651,0.066363,0.001952,0.093689,0,0,0,0,0,0,0.161702,0.002128,0.217021,0.006383,0.306383,0.013158,1.342105,0.039474,1.894737,102,3,144,0.029412,1.411765,48,12,12,2.67
Scalabrino16,0.888889,0,5.171875,7,0,0,0,20.105263,50,0,8.583333,45,15,0.933333,0,1,0,0.0625,0,0,0.058824,0.375,7.489796,0,0,0.25,30.75,0,3.0625,0,0,1,0.9375,2.1875,20,0,2,54,5,0,35,13,5.175373,620.643245,16,16,1,1,16,1,1,16,1,1,1,1,1,1,15,1,0,0,55.875,13.824561,56,14.807018,0,0,0,0,0,0,55.6875,13.912281,0,0.704415,0.042226,0,0,0,0.130518,0,0,0,0,0,0,0.059946,0,0,0,0.185286,0,0,0,3.090909,0,0,0,0,0,0,32,174,4.44
Scalabrino17,0.898551,0,4.355556,8,0,0.710145,3,8.35,23,0,6.42029,37,9,0.409091,0,1,0,0.2,0.175,0.533333,0.041667,0,8.706522,0,0,0.086957,46.347826,0,4.130435,0.478261,0,1.733333,0.652174,3.565217,20,0,2,65,7,1,648,28,4.163642,1318.330875,40,24,30,40,1,1,24,30,32,1,24,30,1,23,25,30,101.85,38.921053,113,38.04386,113,38.657895,0,0,0,0,0,0,113,38.122807,0.460287,0.388517,0.004785,0,0,0,0.077512,0.844075,0.010395,0,0,0,0.168399,0.012315,0,0,0,0.199507,0,0,0,16.2,0,0,0,0,0,0,114,125,3.67
Scalabrino18,0.769231,0,4.335294,9,0,0.004525,1,1.016393,11,100,7.701357,17,21,0.681818,0,1,0,0,0.035714,1.5,0.107143,0,11.457627,0,0,0.92,72.92,0,4.68,0.16,0,1.730769,0.6,5.76,19,0,1,108,7,2,161,42,4.948741,1670.586075,28,1,26,28,1,1,1,1,28,1,26,1,1,1,26,26,110,27,109.928571,26.837838,109.75,26.675676,0,0,109.821429,26.837838,0,0,109.821429,26.864865,0.023523,0.575536,0.038683,0,0.176163,0,0.086775,24.466667,1.644444,0,7.488889,0,3.688889,0.067212,0,0.306085,0,0.150772,0,4.554054,0,2.243243,0,0,0,0,0.492582,0,150,498,4
Scalabrino19,0.935484,0,5.137931,10,0,0.032258,1,0.030303,1,100,8.516129,17,8,1,0,1,0,0,0,0,0.214286,0,23,0,0,0.181818,22.727273,0,0.727273,0.090909,0,0.909091,0,0.181818,36,0,1,39,1,1,38,7,4.674669,148.461843,13,1,1,13,1,1,1,11,13,1,11,1,1,1,1,11,41,12,41,12,41,12,0,0,0,0,0,0,40.923077,11.809524,0.133117,0.675325,0.035714,0,0,0,0.090909,5.073171,0.268293,0,0,0,0.682927,0.052885,0,0,0,0.134615,0,0,0,2.545455,0,0,0,0,0,0,14,55,4
Scalabrino20,0.818792,0,6.24,10,0,0.033557,1,9.185897,34,100,8,45,21,0.761905,0,1,0,0,0.071429,1.038462,0.111111,0,8.967742,0,0,0.291667,47,0,3.666667,0.166667,0,1.192308,0.875,3.083333,20,0,1,107,7,3,105,22,5.20074,1236.572683,28,1,25,28,1,1,1,25,18,1,26,26,1,23,26,1,109,26.754545,108.892857,26.954545,109,26.972727,0,0,109,26.827273,0,0,108.892857,26.618182,0.034625,0.57296,0.014015,0,0.185491,0,0.098104,16.547619,0.404762,0,5.357143,0,2.833333,0.02446,0,0.323741,0,0.171223,0,13.235294,0,7,0,0,0,0,0.528889,0,76,456,3.89
Scalabrino21,0.738636,0,4.753846,11,0,0.125,1,1.947917,11,100,5.568182,29,7,0.714286,0,1,0,0,0.076923,1.727273,0.230769,0,10.604167,0,0,0.8,71.7,0,3.7,1.4,0,1.909091,0.6,5.1,19,0,1,119,6,3,56,12,5.181216,485.7981,13,1,11,13,1,1,1,9,13,1,11,11,1,11,11,11,121,12,120.923077,11.909836,120.923077,11.762295,0,0,121,11.92623,0,0,120.615385,11.852459,0.057915,0.483912,0.037323,0,0.272844,0,0.070785,8.355556,0.644444,0,4.711111,0,1.222222,0.077128,0,0.56383,0,0.146277,0,7.310345,0,1.896552,0,0,0,0,0.259434,0,42,117,4
Scalabrino22,0.76,0,4.070175,8,0,0.2,1,1.978723,8,100,6.893333,38,9,0.636364,0.506972,0.284747,0.929981,0.0625,0,0.5,0.058824,0,7.843137,0,0,1.1875,42.6875,0,3.1875,0.3125,0.0625,1.0625,0.375,4.0625,21,0,2,122,12,5,80,8,5.182121,667.430565,22,16,16,22,1,1,16,16,22,1,16,16,16,16,16,16,127,20.921875,127,20.789063,126.954545,20.65625,127,21,127,20.859375,0,0,126.954545,20.773438,0.141111,0.314444,0.107778,0.027778,0.185556,0,0.07,2.228346,0.76378,0.19685,1.314961,0,0.496063,0.342756,0.088339,0.590106,0,0.222615,0.257732,1.721649,0,0.649485,6.68,0,2.52,0,0.377246,0,1,1,4.56
Scalabrino23,0.607477,0,6.063291,12,0,0.065421,1,3.909091,14,0,4.925234,37,9,0.888889,0,1,0,0.416667,0.083333,0.583333,0.083333,0.166667,5.72,0,0,0.272727,56.636364,0,7.090909,1.909091,0.583333,1,1.181818,7,59,0,2,119,21,9,77,14,5.328185,242.755619,12,12,12,12,12,1,12,12,12,1,12,12,12,12,12,12,0,0,123,10.814516,123,11,0,0,122.75,10.870968,0,0,122.833333,10.830645,0,0.253067,0.023006,0,0.611963,0,0.041411,0,0,0,0,0,0,0.090909,0,2.418182,0,0.163636,0,26.6,0,1.8,0,0,0,0,0.067669,0,7,8,3.22
Scalabrino24,0.663043,0,5.109589,14,0,0.032609,1,3.480769,10,0,4.804348,37,9,1,0,1,0,0.454545,0.090909,0.818182,0.090909,0,4.558442,0,0,1.2,59.6,0.2,7.6,2.4,0.363636,0.454545,0.1,9.2,42,0,2,153,26,23,92,8,4.867319,330,11,11,11,11,1,1,9,11,11,11,11,11,11,11,11,11,0,0,155,9.762821,155,9.852564,155,9.865385,154.909091,9.679487,0,0,154.909091,9.737179,0,0.289902,0.071661,0.008143,0.490228,0,0.04886,0,0,0,0,0,0,0.247191,0.02809,1.691011,0,0.168539,0.113636,6.840909,0,0.681818,60.2,0,6,0,0.099668,0,21,31,3.67
Scalabrino25,0.817308,0,6.876404,9,0,0.019231,1,10.183486,32,100,8.413462,30,17,1,0,1,0,0,0.043478,0.809524,0.130435,0,8.171429,0,0,0.25,39.2,0,3.4,0.05,0,1.095238,0.8,2.6,18,0,1,57,6,1,77,16,5.090929,840.752469,23,1,21,23,1,1,1,21,23,1,21,21,1,1,21,21,59,21.633333,58.956522,21.966667,59,21.933333,0,0,59,21.816667,0,0,58.826087,21.866667,0.04878,0.555168,0.012776,0,0.182346,0,0.101045,11.380952,0.261905,0,3.738095,0,2.071429,0.023013,0,0.328452,0,0.182008,0,14.272727,0,7.909091,0,0,0,0,0.55414,0,61,415,4.22
Scalabrino26,0.865591,0,5.10303,9,0,0.005376,1,30.579787,84,0,4.645161,20,17,0.26087,0,1,0,0.466667,0.2,0.933333,0.04,0,7.851351,0,0,0.083333,64.291667,0,6.166667,0,0.466667,1,1.166667,6.458333,25,0,2,112,9,0,155,28,5.096496,1306.733951,30,24,24,24,1,1,24,30,24,1,24,1,24,24,24,24,0,0,114,27.252174,114,29,0,0,113.933333,27.591304,0,0,113.566667,28.095652,0,0.608696,0.006301,0,0.201008,0,0.082546,0,0,0,0,0,0,0.010352,0,0.330228,0,0.135611,0,31.9,0,13.1,0,0,0,0,0.410658,0,35,36,3.22
Scalabrino27,0.95614,0,5.734513,9,0,3.701754,8,11.234375,28,33.93,9.552632,37,11,0.6,0.495408,0.182574,1,0.125,0.105263,0.0625,0.034483,0.125,7.544304,0.142857,1.714286,0.5,32.285714,0.071429,2.821429,0,0,1,0.785714,4.678571,38,12,2,89,14,0,209,27,4.780528,903.803779,38,31,31,37,31,31,31,31,37,31,31,1,1,29,31,31,108.947368,36.536364,108.947368,36.345455,108.973684,36.181818,0,0,109,36.736364,0,0,108.842105,36.281818,0.327223,0.326544,0.040054,0,0.099796,0,0.070604,0.997925,0.122407,0,0.304979,0,0.215768,0.122661,0,0.305613,0,0.216216,0,2.491525,0,1.762712,0,0,0,0,0.707483,0,38,44,3.78
Scalabrino28,0.810651,0,6.028986,11,0,0,0,0.627778,6,0,6.236686,45,23,0.913043,0.287597,0.111111,0.468521,0.294118,0.117647,0.176471,0.032258,0.088235,13.333333,0.1,0,0.366667,46.866667,0,2.9,0.1,0,0.735294,1.1,2.4,30,0,2,175,10,1,148,19,4.812524,1269.981478,34,33,33,34,32,34,27,32,31,1,31,1,1,34,33,31,0,0,175,32.619318,175,32.642045,0,0,0,0,0,0,174.970588,32.676136,0,0.784221,0.033715,0,0,0,0.081591,0,0,0,0,0,0,0.042992,0,0,0,0.104041,0,0,0,2.42,0,0,0,0,0,0,46,47,2.33
Scalabrino29,0.808511,0,4.525641,9,0,0.159574,2,1.95283,10,26.47,6.159574,37,11,0.909091,0.608114,0.428571,0.774597,0,0.095238,0.111111,0.058824,0,9.927273,0.1875,0,0.75,46,0,3.625,0,0.055556,1,1.5,3.375,23,0,3,169,17,0,75,13,5.027753,621.476033,21,1,18,21,1,18,17,17,20,1,17,1,18,18,17,17,164,19.563636,164,19.709091,163.952381,19.690909,0,0,164,20,0,0,164,19.781818,0.107744,0.484848,0.057239,0,0.159371,0,0.075196,4.5,0.53125,0,1.479167,0,0.697917,0.118056,0,0.328704,0,0.155093,0,2.784314,0,1.313725,0,0,0,0,0.471831,0,34,55,3.67
Scalabrino30,0.990654,0,4.301887,8,0,0,0,1.086207,12,34.59,11.168224,45,11,0.538462,0.811593,0.6742,0.953463,0.166667,0,0.083333,0.04,0.041667,13.0625,0.166667,0,0.375,33.333333,0,2,0,0,1.208333,0.708333,2.166667,26,0,3,101,6,0,75,24,4.75274,706.592246,25,24,24,25,24,24,24,24,24,1,23,1,1,23,23,24,105,24,104.96,23.877358,104.92,23.792453,0,0,0,0,0,0,104.6,23.754717,0.025137,0.685246,0.036066,0,0,0,0.096175,27.26087,1.434783,0,0,0,3.826087,0.052632,0,0,0,0.140351,0,0,0,2.666667,0,0,0,0,0,0,27,51,3.44
Scalabrino31,0.92,0,5.235714,10,0,0.186667,3,4.018405,14,16.32,7.486667,37,17,0.944444,0.302313,0,0.474342,0.391304,0,0.478261,0.041667,0.217391,9.010204,0.130435,0,0.565217,50.695652,0.086957,4.26087,0,0.130435,1.347826,0.869565,3.565217,25,0,3,128,9,0,148,10,4.875812,1355.032758,29,22,23,29,23,23,23,22,1,23,23,1,23,17,23,19,130,28,130,27.641221,130,27.793893,0,0,130,27.816794,0,0,129.862069,27.740458,0.23375,0.493125,0.031875,0,0.08125,0,0.0775,2.109626,0.136364,0,0.347594,0,0.331551,0.064639,0,0.164766,0,0.157161,0,2.54902,0,2.431373,0,0,0,0,0.953846,0,37,46,3.22
Scalabrino32,0.826087,0,3.315789,8,0,1.608696,4,4.263158,16,100,7.304348,37,6,1,0.488475,0.133631,0.714286,0,0,0.083333,0.428571,0.083333,9.777778,0.166667,3,0.916667,36.666667,0,2.166667,0,0.166667,1.083333,0.416667,6.5,29,4,3,120,7,0,171,9,4.655285,381.559713,21,1,12,21,12,12,1,10,21,1,12,1,12,12,12,11,121,19.97541,120.952381,19.819672,120.952381,19.942623,0,0,121,19.836066,0,0,120.857143,19.819672,0.482366,0.281001,0.056883,0,0.029579,0,0.046644,0.582547,0.117925,0,0.061321,0,0.096698,0.202429,0,0.105263,0,0.165992,0,0.52,0,0.82,0,0,0,0,1.576923,0,20,28,4.33
Scalabrino33,0.829268,0,5.382353,10,0,0.097561,1,1.041237,6,100,9.97561,45,16,0.941176,0.41106,0.141421,0.894427,0.074074,0.103448,0.148148,0.111111,0,10.297872,0.083333,0,0.625,28.625,0,1.916667,0,0,0.777778,0.375,2.291667,25,0,2,107,8,0,80,9,4.858772,724.924609,29,27,27,28,1,27,1,27,29,1,27,1,1,27,27,27,7.586207,28,109.965517,27.747748,109.965517,27.882883,0,0,0,0,0,0,109.862069,27.882883,0.135417,0.560185,0.086806,0,0,0,0.083333,4.136752,0.641026,0,0,0,0.615385,0.154959,0,0,0,0.14876,0,0,0,0.96,0,0,0,0,0,0,22,38,4
Scalabrino34,0.822485,0,3.937931,10,0,0.130178,1,3.744681,14,100,6.668639,37,28,0.8,0.488195,0.131306,0.986013,0.3,0.02381,0.025,0.071429,0.3,8.669725,0.102564,1.435897,0.487179,35.615385,0.025641,2.74359,0.205128,0.225,0.925,0.615385,4.333333,24,8,2,115,7,3,184,12,4.894385,1795.879924,42,40,40,42,40,40,40,40,42,40,40,40,40,39,40,40,119,40.658333,119,40.841667,118.928571,40.858333,118.97619,40.833333,119,40.541667,0,0,118.785714,40.75,0.057989,0.584207,0.048735,0.004935,0.003701,0,0.111043,10.074468,0.840426,0.085106,0.06383,0,1.914894,0.083421,0.008448,0.006336,0,0.190074,0.101266,0.075949,0,2.278481,0.75,0,22.5,0,30,0,96,100,2.56
Scalabrino35,0.767677,0,4.973684,10,0,0.161616,2,4.571429,9,34.59,4.818182,37,11,0.916667,0,1,0,0.133333,0.125,0.6,0.071429,0,6.666667,0,0,0.461538,61.153846,0,6.461538,1.615385,0,1,3.384615,2.384615,27,0,3,111,17,21,73,8,4.989423,652.470408,16,15,15,15,1,1,1,15,16,1,15,15,1,13,15,15,0,0,93.9375,14.894737,94,14.863158,0,0,94,14.884211,0,0,93.8125,14.863158,0,0.293427,0.034038,0,0.53169,0,0.076291,0,0,0,0,0,0,0.116,0,1.812,0,0.26,0,15.62069,0,2.241379,0,0,0,0,0.143488,0,113,271,4.22
Scalabrino36,1,1,4,10,0,0,0,4.5375,13,0,10.569444,37,8,0.875,0.402369,0.353553,0.5,0.166667,0.083333,0,0.083333,0.666667,6.698113,0.181818,0,0.727273,51.636364,0,5,0,0,2.416667,1.272727,5.545455,16,0,2,192,19,0,61,8,4.659497,810,12,12,1,12,12,12,10,12,12,1,12,1,1,12,12,12,0,0,195,10.760204,195,10.744898,0,0,0,0,0,0,194.833333,10.770408,0,0.600677,0.06599,0,0,0,0.191201,0,0,0,0,0,0,0.109859,0,0,0,0.31831,0,0,0,2.897436,0,0,0,0,0,0,14,14,2.22
Scalabrino37,0.8,0,4.888889,9,0,0,0,2.612245,8,0,9.835294,37,14,1,0.641192,0.385337,0.879049,0.190476,0,0,0.045455,0.095238,6.846154,0.047619,14.857143,0.619048,41.666667,0.047619,2.571429,0,0.142857,0.952381,0.47619,18.095238,16,28,3,136,13,0,380,12,3.833839,673.874559,21,21,1,1,21,21,21,21,20,21,21,1,21,21,21,20,0,0,136,19.810219,135.952381,19.70073,0,0,135.952381,19.875912,0,0,136,19.810219,0,0.326857,0.057143,0,0.121143,0,0.083429,0,0,0,0,0,0,0.174825,0,0.370629,0,0.255245,0,2.12,0,1.46,0,0,0,0,0.688679,0,8,8,3.78
Scalabrino38,0.989247,0,4.423913,10,0,0.301075,2,1.754717,14,100,9.311828,36,12,0.416667,0,1,0,0,0,0.666667,0.318182,0,11.553191,0,6.4,0.866667,53,0,3.066667,0,0.066667,0.866667,1.4,7.466667,23,8,3,77,4,0,160,14,4.416133,623.175106,21,1,15,21,1,1,1,13,21,1,1,1,15,12,15,1,76.952381,19.961538,76.952381,19.987179,77,19.935897,0,0,0,0,0,0,76.666667,19.858974,0.168264,0.578275,0.060703,0,0,0,0.072417,3.436709,0.360759,0,0,0,0.43038,0.104972,0,0,0,0.12523,0,0,0,1.192982,0,0,0,0,0,0,63,263,4.22
Scalabrino39,0.666667,0,1.8,8,0,0.533333,3,1.62963,5,100,6.266667,15,7,0.777778,0.638889,0.5,1,0,0,0,0.333333,0.071429,4.642857,0.214286,7.428571,0.857143,20.928571,0,1,0,0.071429,0.714286,0.071429,8.714286,9,12,2,43,3,0,172,4,4.064586,244.272346,20,1,1,20,14,14,1,14,13,1,13,1,14,14,14,1,68.9,19,69,18.942857,68.95,18.757143,0,0,0,0,0,0,68.9,18.8,0.388646,0.141921,0.135371,0,0,0,0.065502,0.365169,0.348315,0,0,0,0.168539,0.953846,0,0,0,0.461538,0,0,0,0.483871,0,0,0,0,0,0,4,8,4.78
Scalabrino40,0.625,0,3.909091,8,0,0.175,2,2.066667,8,100,8.7875,37,17,0.652174,0.631083,0.272166,1,0.235294,0,0.058824,0.170732,0.147059,5.067797,0.205882,11.058824,0.735294,29.588235,0.058824,1.735294,0.235294,0.147059,0.970588,0.176471,13.117647,15,24,2,61,6,2,495,10,3.967115,1054.435794,40,34,34,40,34,33,34,33,40,34,34,34,34,34,34,34,63.375,39,64.925,38.818182,64.875,38.878788,64.55,38.090909,0,0,0,0,64.8,38.833333,0.153177,0.265448,0.091384,0.001741,0,0,0.099217,1.732955,0.596591,0.011364,0,0,0.647727,0.344262,0.006557,0,0,0.37377,0.019048,0,0,1.085714,0,0,57,0,0,0,31,35,4.22
Scalabrino41,0.846939,0,4.349398,8,0,1.214286,5,5.211864,13,100,9.367347,38,23,0.958333,0.461671,0.117851,0.816497,0.545455,0,0.181818,0.214286,0.181818,6.759494,0.121212,12.606061,0.606061,38.575758,0.060606,2.242424,0.121212,0.212121,0.666667,0.333333,15.272727,22,44,2,72,6,2,596,16,4.214073,1156.732388,42,33,33,42,33,33,33,33,42,33,33,33,33,33,33,33,79.833333,41,79.904762,40.888889,79.97619,40.888889,79.904762,40.938272,80,36.950617,0,0,79.738095,40.876543,0.244674,0.320755,0.050517,0.004869,0.005478,0,0.066342,1.310945,0.206468,0.0199,0.022388,0,0.271144,0.157495,0.01518,0.017078,0,0.206831,0.096386,0.108434,0,1.313253,1.125,0,13.625,0,12.111111,0,99,109,4.11
Scalabrino42,0.6875,0,2.227273,4,0,1,6,5.377358,19,100,7.03125,15,11,0.6875,0.767181,0.46291,1,0.166667,0,0,0.314286,0.166667,4.59375,0.25,8.166667,0.875,23.5,0,1.333333,0,0.041667,0.708333,0.375,9.708333,8,12,2,42,4,0,345,8,4.106531,539.23589,34,24,1,34,24,18,1,22,23,1,22,1,24,22,24,1,70.205882,33,77,32.846154,76.941176,32.974359,0,0,0,0,0,0,76.941176,32.871795,0.431723,0.154412,0.101891,0,0,0,0.066176,0.357664,0.23601,0,0,0,0.153285,0.659864,0,0,0,0.428571,0,0,0,0.649485,0,0,0,0,0,0,7,15,4.67
Scalabrino43,1,1,3.923077,9,0,0,0,6.274194,15,0,5.680473,37,14,0.347826,0.780588,0.632456,1,0.088235,0,0.176471,0.028571,0.205882,13.705882,0.264706,12.352941,0.5,48.794118,0,2.264706,0,0,1.264706,0.411765,14.205882,26,28,2,81,5,0,483,37,4.331557,1088.792857,34,34,30,1,34,32,1,32,31,1,31,1,1,31,34,1,0,0,80.911765,32.54878,80.970588,32.012195,0,0,0,0,0,0,80.764706,32.426829,0,0.566565,0.049848,0,0,0,0.077812,0,0,0,0,0,0,0.087983,0,0,0,0.137339,0,0,0,1.560976,0,0,0,0,0,0,40,42,2.89
Scalabrino44,0.716981,0,6.142857,12,0,0.735849,3,5.777778,22,100,5.471698,37,13,1,0.68561,0.522233,0.886405,0.208333,0,0.041667,0.351351,0.041667,5.8125,0.083333,10.333333,0.416667,29.625,0.083333,1.958333,0.041667,0.125,0.875,0.416667,11.916667,15,40,2,89,6,1,439,12,4.099713,706.393582,39,24,24,39,24,23,24,23,38,24,24,24,23,24,24,24,74.076923,38,78,37.835443,78,37.746835,78,38,0,0,0,0,77.923077,37.772152,0.456196,0.220205,0.036306,0.000789,0,0,0.059195,0.482699,0.079585,0.00173,0,0,0.129758,0.164875,0.003584,0,0,0.268817,0.021739,0,0,1.630435,0,0,75,0,0,0,16,26,4
Scalabrino45,0.981481,0,6.518868,9,0,0.25,1,10.112903,30,100,5.435185,37,15,0.333333,0.935414,1,0.935414,0.055556,0,0,0.142857,0.055556,9.555556,0.055556,9.777778,0.888889,53.722222,0,3.444444,0,0.055556,1.5,1.222222,11.055556,17,12,2,79,5,0,216,14,4.732877,837.259176,20,18,1,20,18,18,1,1,20,1,18,1,18,18,18,1,79,18.8375,78.9,19,78.95,18.9625,0,0,0,0,0,0,78.75,18.975,0.049049,0.602603,0.056056,0,0,0,0.092092,12.285714,1.142857,0,0,0,1.877551,0.093023,0,0,0,0.152824,0,0,0,1.642857,0,0,0,0,0,0,71,526,4.33
Scalabrino46,0.733945,0,4.41573,10,0,0.036697,1,2.495868,8,36.62,6.981651,37,18,0.833333,0.45131,0.176777,0.802773,0.464286,0,0,0.034483,0.071429,6.393939,0.071429,7.892857,0.428571,32.035714,0.071429,2.321429,0.142857,0.071429,0.928571,0.464286,10.035714,24,20,2,85,8,1,281,13,4.392551,1107.480514,29,28,1,29,28,28,28,27,1,28,28,28,28,28,28,28,65,28,64.931034,27.833333,64.965517,27.848485,64.793103,27.80303,65,28,0,0,64.965517,27.818182,0.012486,0.464245,0.056754,0.00227,0.019296,0,0.124858,37.181818,4.545455,0.181818,1.545455,0,10,0.122249,0.00489,0.041565,0,0.268949,0.04,0.34,0,2.2,8.5,0,55,0,6.470588,0,27,27,3.33
